,id,map,game_type,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,pick5,pick6,pick7,pick8,pick9,pick10,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10
4187,4187,Volskaya Foundry,UnrankedDraft,Genji,Azmodan,Mal'Ganis,Mephisto,Diablo,Garrosh,Kerrigan,Raynor,Hanzo,Zul'jin,Alexstrasza,Arthas,Li Li,Sonya,Muradin,Anub'arak,13,9,6,16,19,10,8,20,10,12
4188,4188,Dragon Shire,HeroLeague,Hanzo,Genji,Diablo,Mal'Ganis,Mephisto,Lt. Morales,Li-Ming,Zeratul,Raynor,Murky,Leoric,Chen,D.Va,Valeera,Malthael,Li Li,20,20,20,17,13,18,20,20,5,20
4189,4189,Volskaya Foundry,TeamLeague,Tychus,Azmodan,Cho,Genji,Raynor,Malthael,Mal'Ganis,Cassia,Tyrael,Diablo,Whitemane,Varian,Muradin,Zul'jin,Gul'dan,Kharazim,5,13,14,19,8,20,14,12,20,17
4190,4190,Infernal Shrines,UnrankedDraft,Genji,Azmodan,Kerrigan,Mal'Ganis,Alexstrasza,Arthas,Thrall,Alarak,Kael'thas,Junkrat,Blaze,Stitches,Tyrande,Sonya,Li Li,Sylvanas,12,20,6,12,6,12,12,18,17,20
4191,4191,Dragon Shire,UnrankedDraft,Mal'Ganis,Genji,Artanis,Zeratul,Maiev,Varian,Kerrigan,Raynor,Diablo,Falstad,Muradin,Jaina,Thrall,Brightwing,Nazeebo,Stukov,10,8,9,8,15,20,11,20,14,6
4192,4192,Dragon Shire,TeamLeague,Azmodan,Kael'thas,Whitemane,Mal'Ganis,Brightwing,Tychus,Valla,Muradin,Artanis,Kel'Thuzad,Dehaka,Malfurion,Mephisto,Diablo,Deckard,Fenix,20,10,20,20,20,8,14,9,6,11
4193,4193,Braxis Holdout,UnrankedDraft,Mal'Ganis,Kael'thas,Dehaka,Gul'dan,Deckard,Brightwing,Falstad,Ragnaros,Uther,Varian,Sonya,Azmodan,Arthas,Nazeebo,Lucio,Genji,18,10,20,20,20,7,11,10,5,6
4194,4194,Volskaya Foundry,TeamLeague,Mal'Ganis,Diablo,Genji,Azmodan,Alexstrasza,Lt. Morales,Yrel,Arthas,Raynor,Johanna,Zul'jin,Kael'thas,Anub'arak,Li-Ming,Ana,Tyrande,11,8,16,13,9,20,9,7,11,11
4195,4195,Sky Temple,TeamLeague,Mal'Ganis,Garrosh,Diablo,Deckard,Whitemane,Varian,Mephisto,Tassadar,Li Li,Stitches,Chromie,Johanna,Cassia,Kharazim,Dehaka,Zeratul,2,6,3,8,20,4,20,12,20,6
4196,4196,Cursed Hollow,TeamLeague,Kael'thas,Mal'Ganis,Raynor,Kerrigan,Muradin,Azmodan,Genji,Mephisto,Anub'arak,Valla,Malfurion,Sonya,Alexstrasza,Stitches,Yrel,Falstad,11,18,5,20,20,20,2,8,10,17
4197,4197,Hanamura Temple,UnrankedDraft,Mal'Ganis,Azmodan,Garrosh,Genji,Mephisto,Whitemane,Maiev,Diablo,Kerrigan,Yrel,Varian,Thrall,Li Li,Fenix,Deckard,Jaina,6,20,9,5,3,20,20,5,4,20
4198,4198,Towers of Doom,HeroLeague,Mal'Ganis,Genji,Deckard,Kerrigan,Varian,Diablo,Li-Ming,Hanzo,Kael'thas,Ana,Muradin,Illidan,Johanna,Artanis,Azmodan,Uther,6,20,5,5,20,20,6,20,8,19
4199,4199,Infernal Shrines,TeamLeague,Dehaka,Raynor,Azmodan,Mal'Ganis,Fenix,Whitemane,Mephisto,Diablo,Kael'thas,Johanna,Brightwing,Deckard,Malthael,Gul'dan,Sonya,Tychus,8,20,14,19,20,20,19,7,20,20
4200,4200,Tomb of the Spider Queen,TeamLeague,Mal'Ganis,Gul'dan,Azmodan,Diablo,Garrosh,,Kael'thas,Whitemane,Jaina,Hanzo,Li Li,Thrall,Raynor,E.T.C.,Yrel,Johanna,8,5,20,20,20,8,11,9,7,15
4201,4201,Alterac Pass,HeroLeague,Garrosh,Genji,Diablo,Mal'Ganis,Varian,Muradin,Falstad,Fenix,Artanis,Zeratul,Arthas,Johanna,Malfurion,Ana,Sonya,Li-Ming,14,12,12,20,9,6,9,9,11,12
4202,4202,Volskaya Foundry,TeamLeague,Genji,Garrosh,Diablo,,Tychus,Valla,Mal'Ganis,Zarya,Nazeebo,Brightwing,Alarak,E.T.C.,Raynor,Li-Ming,Varian,Uther,4,7,8,14,9,10,11,20,20,15
4203,4203,Towers of Doom,TeamLeague,Genji,Mal'Ganis,Dehaka,Diablo,Alexstrasza,Zeratul,Azmodan,Zagara,Stitches,Muradin,Kerrigan,Valla,Auriel,Kel'Thuzad,Lt. Morales,Zarya,13,20,14,18,8,20,12,20,5,9
4204,4204,Sky Temple,TeamLeague,Kerrigan,Azmodan,Mal'Ganis,Ragnaros,Varian,Whitemane,Hanzo,Zagara,Genji,Anub'arak,Li Li,Johanna,Fenix,Li-Ming,Xul,Auriel,10,20,14,18,20,10,10,20,12,10
4205,4205,Braxis Holdout,UnrankedDraft,Chromie,Azmodan,Alarak,Mephisto,Whitemane,Varian,Kel'Thuzad,Genji,Jaina,Zarya,Tyrael,Ana,Johanna,Dehaka,Deckard,Yrel,20,19,16,12,20,20,13,19,7,5
4206,4206,Infernal Shrines,UnrankedDraft,Mal'Ganis,Genji,Kael'thas,Diablo,Alexstrasza,Cassia,Hanzo,Xul,Jaina,Varian,Muradin,Zeratul,Deckard,Illidan,Ana,Arthas,3,4,13,3,20,20,20,11,7,20
4207,4207,Cursed Hollow,TeamLeague,Azmodan,Mal'Ganis,Kerrigan,Whitemane,Sylvanas,Johanna,Diablo,Dehaka,Gul'dan,Malfurion,Greymane,Thrall,Muradin,Sonya,Raynor,Ana,20,20,20,14,4,20,20,6,7,20
4208,4209,Towers of Doom,UnrankedDraft,Genji,Lt. Morales,Mal'Ganis,Azmodan,Garrosh,Deckard,Jaina,Diablo,Lunara,Samuro,Valla,D.Va,Hanzo,Arthas,Auriel,Li Li,10,11,11,3,5,19,20,13,10,5
4209,4210,Battlefield of Eternity,HeroLeague,Valla,Kerrigan,Diablo,Hanzo,Whitemane,Greymane,Mal'Ganis,Raynor,Gul'dan,Zul'jin,Malthael,Garrosh,Stukov,Stitches,Malfurion,Johanna,5,20,8,10,8,9,11,8,20,7
4210,4211,Infernal Shrines,UnrankedDraft,Azmodan,Kerrigan,Mal'Ganis,Kael'thas,Diablo,Garrosh,Lunara,Fenix,Nazeebo,Whitemane,Gul'dan,Stitches,Blaze,Yrel,Muradin,Uther,20,20,20,12,20,20,2,4,14,20
4211,4212,Cursed Hollow,UnrankedDraft,Mal'Ganis,Genji,Azmodan,Garrosh,Abathur,Diablo,Stitches,Whitemane,Hanzo,Mephisto,Illidan,Raynor,Arthas,Falstad,Malfurion,Zagara,10,20,20,10,20,4,18,18,20,9
4212,4213,Infernal Shrines,UnrankedDraft,Genji,Mal'Ganis,Diablo,Kael'thas,Johanna,Anub'arak,Samuro,Lt. Morales,Fenix,Alexstrasza,Cassia,Zul'jin,Muradin,Cho,Gall,Leoric,15,20,5,20,16,13,20,20,10,5
4213,4214,Infernal Shrines,UnrankedDraft,Diablo,Mal'Ganis,Kael'thas,Azmodan,Yrel,,Kerrigan,Gul'dan,Greymane,Zeratul,Brightwing,Garrosh,Alexstrasza,Zul'jin,Johanna,Sonya,8,13,20,5,20,13,20,9,10,14
4214,4215,Tomb of the Spider Queen,UnrankedDraft,Mal'Ganis,Mephisto,Azmodan,Genji,Garrosh,Hanzo,Junkrat,Tyrande,Kael'thas,Ana,Zeratul,Diablo,Nazeebo,Muradin,Probius,Maiev,20,12,10,9,18,20,20,20,20,1
4215,4216,Battlefield of Eternity,UnrankedDraft,Mal'Ganis,,Hanzo,Zeratul,Li Li,Diablo,Muradin,Kel'Thuzad,Raynor,Mephisto,Azmodan,Stitches,Zagara,Alexstrasza,Greymane,Ana,20,20,20,11,1,7,5,14,20,4
4216,4217,Braxis Holdout,UnrankedDraft,Deckard,Genji,E.T.C.,Mal'Ganis,Stitches,Li Li,Tychus,Kel'Thuzad,Ragnaros,Brightwing,Illidan,Diablo,Muradin,Lt. Morales,Kael'thas,Auriel,4,20,20,4,20,10,5,3,4,9
4217,4218,Battlefield of Eternity,UnrankedDraft,Genji,Raynor,Alarak,Valla,Johanna,Varian,Mal'Ganis,Greymane,Artanis,Li Li,Cassia,Diablo,Hanzo,Li-Ming,Muradin,Whitemane,15,15,20,20,7,4,7,8,20,4
4218,4219,Cursed Hollow,TeamLeague,Kerrigan,Genji,Garrosh,Mal'Ganis,Whitemane,Li Li,Diablo,Hanzo,Sonya,Alarak,Zeratul,Kharazim,Arthas,Brightwing,Leoric,Ragnaros,18,9,20,10,10,4,6,20,16,7
4219,4220,Towers of Doom,TeamLeague,Mal'Ganis,Azmodan,Garrosh,Genji,Whitemane,Kael'thas,Diablo,Xul,Arthas,Valla,Raynor,Cassia,Tyrande,Auriel,Nova,Artanis,20,5,8,20,19,9,14,10,19,15
4220,4221,Alterac Pass,TeamLeague,Genji,Mal'Ganis,Hanzo,Azmodan,Garrosh,Raynor,Tychus,Mephisto,Rehgar,Anub'arak,Whitemane,Sonya,Muradin,Lunara,Malthael,Cassia,20,18,11,5,6,20,20,8,7,7
4221,4222,Volskaya Foundry,HeroLeague,Mal'Ganis,Genji,Mephisto,Leoric,Whitemane,,Zarya,Azmodan,Malthael,Kael'thas,Tychus,Li-Ming,Deckard,Muradin,Stukov,Tyrael,6,6,15,20,20,20,6,6,20,10
4222,4223,Cursed Hollow,TeamLeague,Dehaka,Mal'Ganis,Whitemane,Azmodan,Garrosh,Li-Ming,Raynor,Lt. Morales,Varian,Deckard,Falstad,Gall,Cho,The Lost Vikings,Diablo,Kel'Thuzad,14,13,20,3,9,16,17,20,10,13
4223,4224,Braxis Holdout,TeamLeague,Kael'thas,Azmodan,Mal'Ganis,Raynor,Fenix,Stukov,Sylvanas,Kerrigan,Gul'dan,Malfurion,D.Va,Muradin,Zagara,Zul'jin,Samuro,Auriel,20,20,20,11,12,20,16,20,20,17
4224,4225,Tomb of the Spider Queen,TeamLeague,Tychus,Azmodan,Cho,Mal'Ganis,Deckard,Malthael,Diablo,Johanna,Whitemane,Greymane,Sonya,Raynor,Gul'dan,Kael'thas,Auriel,Zarya,19,20,13,19,18,20,20,20,17,12
4225,4226,Blackheart's Bay,UnrankedDraft,Fenix,Abathur,Whitemane,Mal'Ganis,Muradin,Genji,Deckard,Jaina,E.T.C.,Li-Ming,Yrel,Tracer,Stukov,Johanna,Cassia,Zagara,5,20,19,13,6,20,7,14,17,20
4226,4227,Alterac Pass,TeamLeague,Kerrigan,Genji,,Mal'Ganis,E.T.C.,Malfurion,Azmodan,Muradin,Tychus,Kael'thas,Li Li,Kharazim,Zeratul,Diablo,Thrall,The Lost Vikings,18,20,7,7,7,14,20,12,8,20
4227,4228,Tomb of the Spider Queen,UnrankedDraft,Azmodan,Mal'Ganis,Kerrigan,Fenix,Garrosh,Varian,Greymane,Thrall,Nazeebo,Deckard,Kael'thas,Diablo,Raynor,Johanna,Genji,Li Li,8,16,20,3,18,11,15,11,8,11
4228,4229,Braxis Holdout,TeamLeague,Kael'thas,Hanzo,Genji,Varian,Rexxar,Brightwing,Sonya,Mal'Ganis,Jaina,Azmodan,Malfurion,Zarya,The Lost Vikings,Anub'arak,Raynor,Tassadar,9,3,7,9,20,16,4,9,5,10
4229,4230,Cursed Hollow,HeroLeague,Dehaka,Azmodan,Mal'Ganis,Diablo,Garrosh,E.T.C.,Alexstrasza,Abathur,Brightwing,Hanzo,Zagara,Li-Ming,Muradin,Varian,Artanis,Sonya,20,5,13,7,16,7,14,10,11,17
4230,4231,Braxis Holdout,UnrankedDraft,Garrosh,Azmodan,Kerrigan,Mal'Ganis,Artanis,Cassia,Auriel,Falstad,Diablo,Gall,Cho,Ana,Sylvanas,Tychus,Xul,Malthael,8,20,18,12,20,20,20,7,11,6
4231,4232,Volskaya Foundry,TeamLeague,Raynor,Azmodan,Mal'Ganis,Kerrigan,Tyrande,Diablo,Muradin,Gul'dan,Lunara,Zarya,Auriel,Xul,Kharazim,Sgt. Hammer,Zul'jin,Johanna,18,20,20,14,4,7,20,20,13,20
4232,4233,Battlefield of Eternity,TeamLeague,Kael'thas,Azmodan,Kerrigan,Raynor,Hanzo,Cassia,Mal'Ganis,Mephisto,Artanis,Li Li,Sonya,Tychus,Malfurion,Sylvanas,Li-Ming,Lunara,5,5,15,20,14,5,8,14,13,20
4233,4234,Alterac Pass,TeamLeague,Kael'thas,Mal'Ganis,Varian,Johanna,Brightwing,,Li-Ming,Azmodan,Jaina,Whitemane,Raynor,Li Li,Nova,Anub'arak,Tracer,Diablo,11,12,13,11,10,10,13,4,20,10
4234,4235,Sky Temple,TeamLeague,Azmodan,Kael'thas,Falstad,Mal'Ganis,Whitemane,Johanna,Varian,Maiev,Zul'jin,Li Li,Valeera,Stitches,Uther,Valla,Malthael,Zarya,7,16,3,6,6,18,20,8,20,10
4235,4236,Tomb of the Spider Queen,TeamLeague,Azmodan,Kael'thas,Mal'Ganis,Varian,Chromie,Muradin,Diablo,Brightwing,Sylvanas,Li Li,Genji,Raynor,Sonya,Li-Ming,Stitches,Garrosh,12,4,16,16,20,11,12,11,5,2
4236,4237,Towers of Doom,TeamLeague,Mal'Ganis,Whitemane,Kerrigan,Azmodan,Muradin,Li Li,Dehaka,Genji,Diablo,Malthael,Ana,D.Va,Chromie,Jaina,Kael'thas,Kharazim,16,8,20,20,17,20,20,20,5,13
4237,4238,Dragon Shire,TeamLeague,Azmodan,Kael'thas,Mal'Ganis,Falstad,Garrosh,Kel'Thuzad,Fenix,Dehaka,Diablo,Medivh,Kharazim,Raynor,Murky,Varian,Muradin,Ana,5,20,20,10,8,7,20,13,10,11
4238,4239,Cursed Hollow,HeroLeague,Kael'thas,Dehaka,Mal'Ganis,Azmodan,Alexstrasza,,Cassia,Genji,Muradin,Raynor,D.Va,Zul'jin,Diablo,Garrosh,Li Li,Brightwing,19,15,8,5,7,10,9,19,15,5
4239,4240,Hanamura Temple,UnrankedDraft,,Mal'Ganis,Kerrigan,Genji,Johanna,Kel'Thuzad,Kael'thas,Li Li,Muradin,Cassia,Falstad,Fenix,Leoric,Arthas,Brightwing,Chromie,20,20,20,9,14,20,15,20,20,20
4240,4241,Cursed Hollow,UnrankedDraft,Mal'Ganis,Kerrigan,Azmodan,Abathur,Dehaka,Diablo,Genji,Nazeebo,Falstad,Lucio,Tyrael,Jaina,Yrel,Zagara,Ragnaros,Uther,20,20,20,19,15,20,4,12,20,11
4241,4242,Volskaya Foundry,TeamLeague,Mal'Ganis,,Genji,Kerrigan,Zeratul,Azmodan,Garrosh,Ana,Li-Ming,Whitemane,Jaina,Cho,Gall,Leoric,Fenix,Tassadar,12,10,15,4,20,18,18,11,8,20
4242,4243,Cursed Hollow,TeamLeague,Kael'thas,Hanzo,Whitemane,Kerrigan,Deckard,Brightwing,Azmodan,Nazeebo,Diablo,Mal'Ganis,Raynor,Fenix,Genji,Lucio,Varian,Li Li,18,20,20,11,19,16,7,9,20,12
4243,4244,Dragon Shire,TeamLeague,Mal'Ganis,Kael'thas,Dehaka,Diablo,Falstad,Genji,Azmodan,Muradin,Kharazim,Whitemane,Yrel,Thrall,Garrosh,Johanna,Tychus,Zul'jin,20,20,19,11,10,20,9,20,11,20
4244,4245,Sky Temple,TeamLeague,Yrel,Azmodan,Mal'Ganis,Kael'thas,Jaina,Genji,Whitemane,Deckard,Abathur,Dehaka,Diablo,Thrall,Tychus,Fenix,Hanzo,Muradin,11,2,13,11,16,7,20,14,15,13
4245,4246,Hanamura Temple,UnrankedDraft,Mal'Ganis,Yrel,Genji,Azmodan,Brightwing,Zeratul,Artanis,Varian,Greymane,Sylvanas,Chromie,Mephisto,Alexstrasza,Leoric,Auriel,Samuro,18,9,11,5,10,5,7,10,2,2
4246,4247,Volskaya Foundry,UnrankedDraft,Kerrigan,Mal'Ganis,Azmodan,Zeratul,,Genji,Li Li,Johanna,Artanis,Hanzo,Anub'arak,Zul'jin,Tyrande,Varian,Jaina,Raynor,15,13,12,14,20,20,20,7,17,20
4247,4248,Infernal Shrines,TeamLeague,Raynor,Mal'Ganis,Diablo,Azmodan,Whitemane,Brightwing,Alarak,Kael'thas,Malfurion,Li-Ming,Arthas,Muradin,Lunara,Sonya,Stukov,Dehaka,20,20,8,11,12,16,5,20,7,10
4248,4249,Garden of Terror,UnrankedDraft,Mal'Ganis,Azmodan,Garrosh,Dehaka,,Whitemane,Sonya,Diablo,Sgt. Hammer,Chromie,Li Li,Nova,Anub'arak,Varian,Fenix,Brightwing,15,6,20,13,13,20,4,11,3,15
4249,4250,Sky Temple,TeamLeague,Mal'Ganis,Dehaka,Azmodan,Garrosh,Johanna,Diablo,Mephisto,Whitemane,Raynor,Li Li,Sylvanas,Kael'thas,Arthas,Muradin,Leoric,Zeratul,10,5,13,17,20,13,19,20,8,20
4250,4251,Towers of Doom,TeamLeague,Garrosh,Mal'Ganis,Diablo,Genji,Azmodan,Uther,Kerrigan,Mephisto,Jaina,Tyrande,Tyrael,Blaze,Deckard,Valeera,Anub'arak,Dehaka,12,7,15,20,11,1,3,8,17,12
4251,4252,Volskaya Foundry,TeamLeague,Mal'Ganis,Genji,Diablo,Azmodan,E.T.C.,Varian,Kerrigan,Arthas,Alexstrasza,Sylvanas,Tyrande,Hanzo,Artanis,Kael'thas,Anub'arak,Nazeebo,12,10,20,12,20,9,8,20,17,20
4252,4253,Braxis Holdout,TeamLeague,Mal'Ganis,Zeratul,Yrel,Genji,Lt. Morales,Garrosh,Diablo,Zul'jin,Azmodan,Mephisto,Raynor,Deckard,Muradin,Li Li,Alarak,Tyrael,20,20,6,2,5,4,15,17,20,19
4253,4254,Sky Temple,TeamLeague,Mal'Ganis,Azmodan,Diablo,Kerrigan,Hanzo,Jaina,Genji,Sonya,Varian,Muradin,Lucio,Fenix,Stitches,Maiev,Raynor,Alexstrasza,10,7,12,20,20,19,18,6,19,9
4254,4255,Cursed Hollow,UnrankedDraft,Mal'Ganis,Azmodan,Genji,Kael'thas,Whitemane,Li Li,Mephisto,Nazeebo,Li-Ming,Stitches,Sonya,Diablo,Lucio,Murky,Deckard,Zeratul,5,13,20,8,7,20,20,11,1,20
4255,4256,Braxis Holdout,UnrankedDraft,Genji,Azmodan,Ragnaros,Mal'Ganis,Diablo,Muradin,Hanzo,Zeratul,Li Li,Kel'Thuzad,Zagara,Kael'thas,Anub'arak,Brightwing,Blaze,Sonya,6,20,17,20,20,20,8,20,1,6
4256,4257,Infernal Shrines,UnrankedDraft,Genji,Mal'Ganis,Mephisto,Azmodan,Diablo,Valla,Nazeebo,Kel'Thuzad,Artanis,Raynor,Johanna,Tychus,Stukov,Whitemane,Sonya,Zarya,7,7,10,9,6,5,7,4,20,6
4257,4258,Sky Temple,HeroLeague,Azmodan,Maiev,Kerrigan,Mal'Ganis,Yrel,Whitemane,Greymane,Nazeebo,Kel'Thuzad,Li Li,Blaze,Diablo,Brightwing,Anub'arak,Chromie,Artanis,12,20,20,20,9,5,7,20,10,9
4258,4259,Volskaya Foundry,TeamLeague,Diablo,Genji,Mal'Ganis,Kerrigan,Zeratul,Garrosh,Deckard,Maiev,Mephisto,Nazeebo,Tyrael,Thrall,Muradin,Tychus,Yrel,Whitemane,4,20,9,11,20,16,11,14,10,5
4259,4260,Battlefield of Eternity,UnrankedDraft,Mal'Ganis,Azmodan,Artanis,Genji,Whitemane,Li Li,Sonya,Fenix,Valla,Zul'jin,Johanna,Rexxar,Diablo,Alexstrasza,Sylvanas,Brightwing,7,5,6,12,6,2,14,2,11,11
4260,4261,Cursed Hollow,UnrankedDraft,Garrosh,Kael'thas,Mal'Ganis,Diablo,Greymane,Brightwing,Lucio,Anub'arak,Thrall,Azmodan,Dehaka,Mephisto,Tyrande,Muradin,Lunara,Sgt. Hammer,20,8,5,10,20,6,20,15,7,5
4261,4262,Dragon Shire,TeamLeague,Mal'Ganis,Azmodan,Dehaka,Kerrigan,Malthael,Alexstrasza,Yrel,Diablo,Stitches,Whitemane,Mephisto,Raynor,Deckard,Johanna,Greymane,Genji,9,9,20,11,10,11,1,19,8,20
4262,4263,Sky Temple,TeamLeague,Dehaka,Mal'Ganis,Falstad,Abathur,Garrosh,Varian,Whitemane,Azmodan,Yrel,Hanzo,Kael'thas,Greymane,Diablo,Johanna,Blaze,Stukov,20,20,9,20,20,8,16,6,7,20
4263,4264,Towers of Doom,TeamLeague,Azmodan,Mal'Ganis,Chromie,Kerrigan,Johanna,Murky,Li-Ming,Medivh,Diablo,Brightwing,Sylvanas,Dehaka,Fenix,Zul'jin,Muradin,Kharazim,20,10,15,14,20,11,14,8,8,16
4264,4265,Battlefield of Eternity,UnrankedDraft,Genji,Azmodan,Mal'Ganis,Raynor,Tychus,Malthael,Arthas,Hanzo,Nazeebo,Artanis,Li Li,Leoric,Kerrigan,Fenix,Medivh,Tyrande,8,14,15,20,9,11,8,6,7,14
4265,4266,Blackheart's Bay,UnrankedDraft,Deckard,Azmodan,Sylvanas,Mal'Ganis,Li-Ming,Blaze,Xul,Jaina,Maiev,Dehaka,Whitemane,Diablo,Greymane,Mephisto,Tyrael,Brightwing,15,12,12,7,1,4,3,4,20,20
4266,4267,Cursed Hollow,UnrankedDraft,Genji,Azmodan,Mal'Ganis,,Deckard,Whitemane,Zagara,Zeratul,Diablo,Tychus,Garrosh,Alexstrasza,Kael'thas,Li Li,E.T.C.,Sonya,20,20,13,13,14,20,20,13,11,6
4267,4268,Cursed Hollow,UnrankedDraft,Genji,Azmodan,Mal'Ganis,Zagara,Varian,Diablo,Jaina,Mephisto,Dehaka,Hanzo,Whitemane,Tracer,Stitches,Anub'arak,Muradin,Brightwing,20,10,6,20,20,7,11,20,20,20
4268,4269,Infernal Shrines,TeamLeague,Azmodan,Kerrigan,Sonya,Mal'Ganis,Deckard,Garrosh,Diablo,Kael'thas,Stukov,Genji,Raynor,Varian,Artanis,Li Li,Junkrat,Zul'jin,13,20,20,18,4,20,9,20,20,6
4269,4270,Garden of Terror,UnrankedDraft,Mal'Ganis,Zarya,Kerrigan,Whitemane,Malthael,Abathur,Kael'thas,Ana,Samuro,Zagara,Diablo,Junkrat,Valla,Brightwing,Zeratul,Johanna,11,2,16,20,20,20,20,11,15,20
4270,4271,Sky Temple,TeamLeague,Mal'Ganis,Genji,Mephisto,Fenix,Deckard,Anub'arak,Garrosh,Whitemane,Maiev,Dehaka,Raynor,Leoric,Varian,Jaina,Li Li,Kael'thas,6,6,1,6,7,20,9,6,8,20
4271,4272,Tomb of the Spider Queen,UnrankedDraft,Mal'Ganis,Diablo,Azmodan,Genji,Garrosh,Medivh,Li-Ming,Kerrigan,Anub'arak,Tyrande,Alarak,Uther,Yrel,Cassia,E.T.C.,Jaina,20,8,9,15,20,20,12,7,20,20
4272,4273,Garden of Terror,UnrankedDraft,Mal'Ganis,Genji,Azmodan,Nazeebo,Li-Ming,Diablo,Kerrigan,Jaina,Junkrat,Varian,Ana,Artanis,Malfurion,Chen,Raynor,E.T.C.,10,19,20,6,8,15,8,2,5,1
4273,4274,Volskaya Foundry,TeamLeague,Whitemane,Mal'Ganis,Genji,Azmodan,Kharazim,Stukov,Thrall,Diablo,Kerrigan,Fenix,Johanna,Alexstrasza,Abathur,Deckard,Tracer,Zul'jin,20,11,20,17,11,9,20,2,11,9
4274,4275,Alterac Pass,UnrankedDraft,Mal'Ganis,Kerrigan,Azmodan,Yrel,Dehaka,Genji,Deckard,Whitemane,Garrosh,Li-Ming,E.T.C.,Junkrat,Kael'thas,Gazlowe,Fenix,Anub'arak,14,9,16,20,20,11,19,18,20,7
4275,4276,Cursed Hollow,UnrankedDraft,Mal'Ganis,Azmodan,Mephisto,Kerrigan,Deckard,Raynor,Kael'thas,Li Li,Anub'arak,Fenix,Diablo,Blaze,Cassia,Tyrael,Whitemane,The Lost Vikings,5,20,10,4,9,12,16,20,3,13
4276,4277,Hanamura Temple,UnrankedDraft,Azmodan,Garrosh,Varian,Mal'Ganis,Ana,Anub'arak,Kael'thas,Li Li,Mephisto,Diablo,Zagara,Genji,Gul'dan,Leoric,Deckard,Stitches,20,20,7,20,7,8,11,17,9,13
4277,4278,Garden of Terror,UnrankedDraft,Azmodan,Diablo,Kerrigan,Mal'Ganis,Malfurion,Garrosh,Li-Ming,Thrall,Kael'thas,Zul'jin,Anub'arak,Li Li,Artanis,Junkrat,Lt. Morales,Tyrael,20,20,20,17,20,20,11,11,13,5
4278,4279,Sky Temple,TeamLeague,Mal'Ganis,Genji,Azmodan,Mephisto,Kael'thas,Garrosh,Diablo,Tychus,Whitemane,Brightwing,Falstad,Thrall,Jaina,Probius,Zarya,Muradin,9,20,20,20,11,6,20,13,7,14
4279,4280,Infernal Shrines,TeamLeague,Azmodan,Kerrigan,Genji,Mal'Ganis,Thrall,Alexstrasza,Diablo,Probius,Valla,Fenix,Li Li,Blaze,Kel'Thuzad,Samuro,Kael'thas,Brightwing,20,13,10,20,20,6,20,11,20,12
4280,4281,Battlefield of Eternity,TeamLeague,Mal'Ganis,Hanzo,Garrosh,Genji,Muradin,Auriel,Probius,Diablo,Valla,Mephisto,Brightwing,Li-Ming,Thrall,Lunara,Stitches,Lt. Morales,13,20,20,9,8,20,20,20,10,15
4281,4282,Tomb of the Spider Queen,TeamLeague,Genji,Kerrigan,Garrosh,Azmodan,Whitemane,Alexstrasza,Mal'Ganis,Probius,Dehaka,Zeratul,Kael'thas,Cassia,Valla,Li Li,Raynor,Sgt. Hammer,7,13,20,10,9,9,20,17,16,13
4282,4283,Alterac Pass,TeamLeague,Mal'Ganis,Azmodan,Dehaka,Genji,Muradin,Illidan,Gul'dan,Varian,Brightwing,Probius,Thrall,Diablo,Valla,Li-Ming,Li-Ming,Zarya,20,20,20,13,3,10,20,12,12,7
4283,4284,Volskaya Foundry,TeamLeague,Dehaka,Mephisto,Genji,Mal'Ganis,Whitemane,Yrel,Tracer,Varian,Azmodan,Sonya,Diablo,Alarak,Ana,Lucio,Kael'thas,Thrall,20,3,20,12,10,20,3,13,20,8
4284,4285,Cursed Hollow,TeamLeague,Mal'Ganis,Kel'Thuzad,Mephisto,Kerrigan,Anub'arak,Diablo,Azmodan,Genji,Kael'thas,Varian,Jaina,Kharazim,Thrall,Li Li,Sonya,Muradin,20,18,19,3,20,9,7,6,20,15
4285,4286,Warhead Junction,UnrankedDraft,Genji,Mal'Ganis,Kerrigan,Mephisto,Garrosh,Anub'arak,Stukov,Azmodan,Rehgar,Jaina,Raynor,Leoric,Falstad,Artanis,E.T.C.,Stitches,4,20,11,20,18,2,12,8,20,20
4286,4287,Towers of Doom,TeamLeague,Whitemane,Azmodan,Mal'Ganis,Kael'thas,Brightwing,Diablo,Junkrat,Li-Ming,Nazeebo,Anub'arak,Malfurion,Varian,Arthas,Blaze,Valla,Deckard,18,7,11,8,11,13,10,5,20,2
4287,4288,Tomb of the Spider Queen,TeamLeague,Kerrigan,Azmodan,Kael'thas,Mal'Ganis,Johanna,Genji,Whitemane,Diablo,Maiev,Malthael,Arthas,Alexstrasza,Greymane,E.T.C.,Hanzo,Tyrande,12,16,20,20,15,8,20,14,11,10
4288,4289,Dragon Shire,TeamLeague,Mal'Ganis,Dehaka,Brightwing,Lt. Morales,Muradin,Fenix,Genji,Azmodan,Zarya,Sonya,Alexstrasza,Maiev,Uther,Kael'thas,D.Va,Zul'jin,20,20,19,8,2,6,7,20,5,10
